Restaurant Name,Location,Category,Dish Name,Price (INR),Rating,Rating Count
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Kara Kozhukattai (2 Pcs),60,4.6,16
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Sweet Kozhukattai (2 Pcs),60,4.9,20
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Green Peas Masala,240,4.2,40
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Palak Mushroom,290,4.6,7
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Kaju Masala,300,4.4,76
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Palak Paneer,300,4.4,65
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Kadai Vegetable,290,4.5,32
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Panneer Butter Masala,290,4.6,202
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Mushroom Masala,290,3.7,53
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Kadai Panneer,310,4.5,72
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Navarathna Kuruma,250,4.8,7
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Malai Koftha,280,3.9,18
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Veg Mix Masala Curry,250,4.7,62
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Dhal Makhani,240,4.2,9
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Kaju Mutter,295,4.1,10
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Paneer Tikka Masala,310,4.5,61
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Dhal Fry,230,4.6,34
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Dhal Thadka,225,5,23
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Alu Gobi Masala,280,5,9
A2B - Adyar Ananda Bhavan,Shanti Nagar,Recommended,Veg Kollapuri,290,4.6,6
Pizza Hut,Central Bangalore,Recommended,Margherita,169,4.5,321
Pizza Hut,Central Bangalore,Recommended,Veggie Feast,259,4.6,128
Pizza Hut,Central Bangalore,Recommended,Tandoori Paneer,319,4.4,140
Pizza Hut,Central Bangalore,Recommended,Country Feast,319,4.2,47
Pizza Hut,Central Bangalore,Recommended,Veggie Supreme,379,3.8,115
Pizza Hut,Central Bangalore,Recommended,Chicken Sausage,259,4.3,90
Pizza Hut,Central Bangalore,Recommended,Murg Malai Chicken,379,4.2,16
Pizza Hut,Central Bangalore,Recommended,Chicken Supreme,409,4.1,71
Pizza Hut,Central Bangalore,Recommended,Triple Chicken Feast,409,4.7,46
Pizza Hut,Central Bangalore,Recommended,Classic Onion Capsicum,109,4.1,237
Pizza Hut,Central Bangalore,Recommended,Cheesy Spicy Delight,169,4.2,32
Pizza Hut,Central Bangalore,Recommended,Chilli Paneer Sizzle,189,4.5,49
Pizza Hut,Central Bangalore,Recommended,Classic Chicken Pepperoni & Onion,159,4.4,7
Pizza Hut,Central Bangalore,Recommended,Classic Herbed Chicken & Capsicum,179,5,6
Pizza Hut,Central Bangalore,Recommended,Chatpata Chicken Feast,199,3.5,12
Pizza Hut,Central Bangalore,Recommended,Bold BBQ Veggie Thin n Crispy,749,5,3
Pizza Hut,Central Bangalore,Recommended,Spicy Schezwan Pasta Chicken,199,3.8,6
Pizza Hut,Central Bangalore,Recommended,Spicy Red Schezwan Pasta,179,3.5,4
Pizza Hut,Central Bangalore,Recommended,Sprinkled Fries - New,109,4,74
Pizza Hut,Central Bangalore,Recommended,Spicy Baked Chicken Wings 4pc,209,3.6,5
Pizza Hut,Central Bangalore,Flash Sale Pizzas,Chicken Pepperoni Pizza - Medium,639,0,0
Pizza Hut,Central Bangalore,Flash Sale Pizzas,Bold BBQ Veggies Pizza - Medium,569,0,0
Pizza Hut,Central Bangalore,Veg Pizza,Schezwan Margherita,219,4.3,17
Pizza Hut,Central Bangalore,Veg Pizza,Mexican Fiesta,319,3,9
Pizza Hut,Central Bangalore,Veg Pizza,Bold BBQ Veggies,319,4,2
Pizza Hut,Central Bangalore,Veg Pizza,Ultimate Tandoori Veggie,379,3.3,6
Pizza Hut,Central Bangalore,Veg Pizza,Mazedar Makhni Paneer,379,3.9,6
Pizza Hut,Central Bangalore,Veg Pizza,Margherita,169,4.5,321
Pizza Hut,Central Bangalore,Veg Pizza,Corn & Cheese,219,4.1,170
Pizza Hut,Central Bangalore,Veg Pizza,Veggie Feast,259,4.6,128
Pizza Hut,Central Bangalore,Veg Pizza,Spiced Paneer,259,3.4,48
Pizza Hut,Central Bangalore,Veg Pizza,Tandoori Paneer,319,4.4,140
Pizza Hut,Central Bangalore,Veg Pizza,Country Feast,319,4.2,47
Pizza Hut,Central Bangalore,Veg Pizza,Veggie Supreme,379,3.8,115
Pizza Hut,Central Bangalore,Veg Pizza,Margherita Pizza,169,4.2,424
Pizza Hut,Central Bangalore,Non Veg Pizza,Sausage & Sweet Corn.,289,4.7,6
Pizza Hut,Central Bangalore,Non Veg Pizza,Dhabe Da Keema,319,1.6,3
Pizza Hut,Central Bangalore,Non Veg Pizza,Sizzling Schezwan Chicken,319,4.4,5
Pizza Hut,Central Bangalore,Non Veg Pizza,Nawabi Murg Makhni,409,4.2,4
Pizza Hut,Central Bangalore,Non Veg Pizza,Chicken Sausage,259,4.3,90
Pizza Hut,Central Bangalore,Non Veg Pizza,Murg Malai Chicken,379,4.2,16
Pizza Hut,Central Bangalore,Non Veg Pizza,Chicken Tikka,379,3.8,41
Pizza Hut,Central Bangalore,Non Veg Pizza,Chicken Pepperoni,379,4.2,74
Pizza Hut,Central Bangalore,Non Veg Pizza,Chicken Supreme,409,4.1,71
Pizza Hut,Central Bangalore,Non Veg Pizza,Chicken Tikka Supreme,409,4,24
Pizza Hut,Central Bangalore,Non Veg Pizza,Triple Chicken Feast,409,4.7,46
Pizza Hut,Central Bangalore,Thin n Crispy Pizzas,Bold BBQ Veggie Thin n Crispy,749,5,3
Pizza Hut,Central Bangalore,Thin n Crispy Pizzas,Tandoori Paneer Thin n Crispy,749,3.6,2
Pizza Hut,Central Bangalore,Thin n Crispy Pizzas,Mexican Fiesta Thin n Crispy,749,3.8,2
Pizza Hut,Central Bangalore,Thin n Crispy Pizzas,Dhabe Da Keema Thin n Crispy,749,0,0
Pizza Hut,Central Bangalore,Thin n Crispy Pizzas,Chicken Pepperoni Thin n Crispy,849,0,0
Pizza Hut,Central Bangalore,Thin n Crispy Pizzas,Chicken Supreme Thin n Crispy,949,0,0
Pizza Hut,Central Bangalore,Hut Café,Cold Coffee,149,0,0
Pizza Hut,Central Bangalore,Hut Café,Cold Chocolate,149,3.8,1
Pizza Hut,Central Bangalore,Hut Café,Frappe Mocha,169,0,0
Pizza Hut,Central Bangalore,Hut Café,Masala Pop,129,0,0
Pizza Hut,Central Bangalore,Hut Café,Lemon Mint Mojito,129,3.6,1
Pizza Hut,Central Bangalore,Hut Café,Masala Lemonade,109,0,0
Pizza Hut,Central Bangalore,Hut Café,Masala Pepsi,109,0,0
Pizza Hut,Central Bangalore,Hut Café,Pepsi Glass,99,4.1,1
Pizza Hut,Central Bangalore,Hut Café,7Up Glass,99,0,0
Pizza Hut,Central Bangalore,Pasta,Spicy Schezwan Pasta Chicken,199,3.8,6
Pizza Hut,Central Bangalore,Pasta,Cosy Comfort White Sauce Pasta,189,5,6
Pizza Hut,Central Bangalore,Pasta,Cosy Comfort White Sauce Chicken Pasta,209,4.2,3
Pizza Hut,Central Bangalore,Pasta,Classic Mushroom Pasta,209,4,13
Pizza Hut,Central Bangalore,Pasta,Tomato Twist Red Sauce Pasta,169,3.7,16
Pizza Hut,Central Bangalore,Pasta,Spicy Red Schezwan Pasta,179,3.5,4
Pizza Hut,Central Bangalore,Pasta,Tandoori Murg Pasta,189,5,4
Pizza Hut,Central Bangalore,Pasta,Tandoori Paneer Pasta,169,4.1,22
Pizza Hut,Central Bangalore,Pasta,Penne McN Cheese Pasta,209,4.3,13
Pizza Hut,Central Bangalore,Pasta,Penne McN Cheese & Chicken Pasta,229,2.8,5
Pizza Hut,Central Bangalore,One Plus One Medium @649,Super Value Deal : 2 Medium Veg Pizzas starting at Rs 719 (Save Upto 41%).,649,0,0
Pizza Hut,Central Bangalore,One Plus One Medium @649,Super Value Deal : 2 Medium Non-Veg Pizzas starting at Rs 749 (Save Upto 39%).,749,4.7,12
Pizza Hut,Central Bangalore,Garlic Bread,Cheese Garlic Bread,159,4,272
Pizza Hut,Central Bangalore,Garlic Bread,Exotica Veggie Garlic Bread,159,4.2,16
Pizza Hut,Central Bangalore,Garlic Bread,Classic Bread Stix,119,4.3,134
Pizza Hut,Central Bangalore,Garlic Bread,Loaded Bread Stix,169,4.3,66
Pizza Hut,Central Bangalore,Garlic Bread,Garlic Bread Spicy Supreme,169,4.4,118
Pizza Hut,Central Bangalore,Garlic Bread,Masala Keema Garlic Bread,189,3.8,15
Pizza Hut,Central Bangalore,Appetizer,Cheezy Sprinkled Fries,109,4.5,25
Pizza Hut,Central Bangalore,Appetizer,BBQ Baked Chicken Wings 6pc,269,4.2,2
Pizza Hut,Central Bangalore,Appetizer,BBQ Baked Chicken Wings 4pc,219,4.2,1
Pizza Hut,Central Bangalore,Appetizer,Sprinkled Fries - New,109,4,74
Pizza Hut,Central Bangalore,Appetizer,Spicy Baked Chicken Wings 4pc,209,3.6,5
Pizza Hut,Central Bangalore,Appetizer,Spicy Baked Chicken Wings 6pc,259,4.3,2
Pizza Hut,Central Bangalore,Appetizer,Jalapeno Poppers,119,3.6,29
Pizza Hut,Central Bangalore,Appetizer,Jalapeno Pepper Dip,28.57,4.7,6
Pizza Hut,Central Bangalore,Appetizer,Veg Mayonnaise Dip,28.57,3.8,18
Pizza Hut,Central Bangalore,Appetizer,Tomato Ketchup,0.95,4,184
Pizza Hut,Central Bangalore,Appetizer,Momo Dip,30,4.9,10
Theobroma,Ashok Nagar,Recommended,Eggless Butterscotch & Milk Chocolate Cake [1/2kg],595,4.7,107
Theobroma,Ashok Nagar,Recommended,Eggless Rich Chocolate Cake [500g],625,4.8,36
Theobroma,Ashok Nagar,Recommended,Eggless Dutch Truffle Cake [500g],625,4.8,32
Theobroma,Ashok Nagar,Recommended,Eggless Fresh Cream Pineapple Cake (500gms),650,3.8,6
Theobroma,Ashok Nagar,Recommended,Chocoholic Cake [500g],725,5,4
Theobroma,Ashok Nagar,Recommended,Eggless Dutch Truffle Cake [1kg],1250,4.5,112
Theobroma,Ashok Nagar,Recommended,Dutch Truffle Cake [500g],625,4.8,14
Theobroma,Ashok Nagar,Recommended,Fresh Cream Pineapple Cake (500gms),650,4.7,3
Theobroma,Ashok Nagar,Recommended,Premium Gift Hamper Basket,1700,4.6,2
Theobroma,Ashok Nagar,Recommended,Premium Gift Hamper Basket (Eggless),1700,4.6,2
Theobroma,Ashok Nagar,Recommended,Luxury Gift Hamper Basket,2300,3.2,5
Theobroma,Ashok Nagar,Recommended,Indulgence Gift Hamper Basket,3200,0,0
Theobroma,Ashok Nagar,Recommended,Indulgence Gift Hamper Basket (Eggless),3200,0,0
Theobroma,Ashok Nagar,Recommended,Almond Rocks (250g),650,4.6,31
Theobroma,Ashok Nagar,Recommended,Almond Rocks (500g),1300,5,4
Theobroma,Ashok Nagar,Recommended,Eggless Butterscotch & Milk Chocolate Pastry [1 Piece],120,4.6,38
Theobroma,Ashok Nagar,Recommended,Eggless Rich Chocolate Pastry [1 Piece],125,4.6,56
Theobroma,Ashok Nagar,Recommended,Eggless Dutch Truffle Pastry [1 Piece],130,4.6,179
Theobroma,Ashok Nagar,Recommended,Eggless Fresh Cream Pineapple Pastry [1 Piece],135,4.4,171
Theobroma,Ashok Nagar,Recommended,Chocoholic Pastry [1 Piece],150,4.6,122
Theobroma,Ashok Nagar,Croissants & Danishes,Butter Croissant [1 Piece],90,4.2,186
Theobroma,Ashok Nagar,Croissants & Danishes,Pain Au Chocolat [1 Piece],105,4.4,261
Theobroma,Ashok Nagar,Croissants & Danishes,Blueberry Danish [1 Piece],105,4.3,25
Theobroma,Ashok Nagar,Breads,Wheat Bread Loaf [400g],90,4.6,98
Theobroma,Ashok Nagar,Breads,French Baguette [140g],100,4.3,37
Theobroma,Ashok Nagar,Breads,Multigrain Loaf [400g],110,4.9,113
Theobroma,Ashok Nagar,Breads,Wheat Sourdough Loaf [350g],120,4.9,141
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,8-Cheese Pizza,339,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Four Cheese Pizza,299,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Deluxe Veggie Pizza,279,4.2,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Margherita Pizza,279,4.3,127
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Blazing Onion & Paprika Pizza,259,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Country Feast Pizza,299,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Fiery Jalapeno & Paprika Pizza,269,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Creamy Spinach Popeye Pizza,349,4.8,7
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Mexican Wave Pizza,299,4.3,54
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Ultimate Spinach Pizza,299,4.7,40
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Peppy Paneer Pizza,329,4.8,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Paneer Red-Hot Pizza,349,3.3,14
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Farmhouse Pizza,339,3.6,29
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Five Pepper Pizza,339,2.8,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Farmer's Pick Pizza,349,4.3,8
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Smoked Hawaiian Pizza,349,3.6,7
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Veggie Volcano Pizza,349,4.3,15
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Four Seasons Pizza,379,2.4,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Greek Goddess Pizza,379,3.9,6
Olio - The Wood Fired Pizzeria,Central Bangalore,Recommended,Mediterranean Pizza,369,4.1,23
Olio - The Wood Fired Pizzeria,Central Bangalore,Oh-so-Cheesy (New Launch),8-Cheese Pizza,339,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Oh-so-Cheesy (New Launch),8-Cheese Forest Chicken Pizza,419,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Oh-so-Cheesy (New Launch),8-Cheese Spinach Mushroom Pizza,399,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Oh-so-Cheesy (New Launch),Four Cheese Forest Chicken Pizza,399,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Oh-so-Cheesy (New Launch),Four Cheese Pizza,299,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Oh-so-Cheesy (New Launch),Four Cheese Spinach Mushroom Pizza,379,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Stuffed Garlic Breads,Garlic Breadsticks,159,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Stuffed Garlic Breads,Classic Stuffed Garlic Bread,219,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Stuffed Garlic Breads,Corn And Cheese Stuffed Garlic Bread,249,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Stuffed Garlic Breads,Paneer Tikka Stuffed Garlic Bread,279,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pepperoni Pizza - Chef's Special,Chicken Pepperoni Pizza,379,4.4,19
Olio - The Wood Fired Pizzeria,Central Bangalore,Pepperoni Pizza - Chef's Special,Pork Pepperoni Pizza,379,3.8,9
Olio - The Wood Fired Pizzeria,Central Bangalore,Pepperoni Pizza - Chef's Special,Spicy Chicken Pepperoni Pizza,379,4.9,20
Olio - The Wood Fired Pizzeria,Central Bangalore,Pepperoni Pizza - Chef's Special,Pepperoni Bacon Pie Pizza,379,4.1,60
Olio - The Wood Fired Pizzeria,Central Bangalore,Loaded Nachos,Non-Veg Loaded Nachos,249,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Loaded Nachos,Veg Loaded Nachos,239,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheesy Pizza Mania Box,Cheesy Mania Corn Pizza Box,219,5,4
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheesy Pizza Mania Box,Cheesy Mania Herbed Chicken Pizza Box,249,5,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheesy Pizza Mania Box,Cheesy Mania Peri Peri Paneer Pizza Box,239,4.1,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheesy Pizza Mania Box,Chessy Mania Margherita Pizza Box,229,5,7
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Deluxe Veggie Pizza [Multigrain],289,4.4,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Paneer Red Hot Pizza [Multigrain],349,5,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Farmhouse Pizza [Multigrain],349,3.6,7
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Fiery Chicken Pizza [Multigrain],379,4.4,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Cheddar Chicken Tikka Pizza [Multigrain],379,4.2,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Chicken Kingdom Pizza [Multigrain],429,4.5,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Guiltfree By Eatfit!,Chicken Pepperoni Pizza [Multigrain],389,4.2,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheese Burst Pizza,Cheeseburst - Chicken Kingdom Pizza,549,5,4
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheese Burst Pizza,Cheeseburst - Farmhouse Pizza,439,4.3,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheese Burst Pizza,Cheeseburst - Spicy Chicken Treat Pizza,449,4.2,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Cheese Burst Pizza,Cheeseburst - Veg Overload Pizza,449,4.6,8
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Kids Birthday Pizza Party with Chocolate Cake (pack of 10),3499,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Kids Birthday Pizza Party with Chocolate Cake (pack of 5),1999,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Motu Patlu Kids Cheesy Corn Pizza Party,339,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Motu Patlu Kids Herbed Chicken Pizza Party,379,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Motu Patlu Kids Margherita Pizza Party,329,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Motu Patlu Kids Peri Peri Paneer Pizza Party,369,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Motu Patlu Kids Pizza Big Party Combo (Pack of 10),2999,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Kids Special - Pizza Party,Motu Patlu Kids Pizza Mini Party Combo (Pack of 5),1499,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Italian Cheese Garlic Bread,249,4.3,43
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Italian Chicken Pepperoni Cheese Garlic Bread,259,3.6,4
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Italian Pork Pepperoni Cheese Garlic Bread,259,3.7,9
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Bacon Cheese Garlic Bread,269,4,12
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Hawaiian Pineapple Garlic Bread,239,3.8,24
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Popeye's Spinach Garlic Bread,239,4.3,45
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Chicken Tikka Garlic Bread,249,4.5,11
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Creamy Spinach & Mushroom Garlic Bread,239,3.7,26
Olio - The Wood Fired Pizzeria,Central Bangalore,House Special Garlic Breads!,Herbed Chicken Mushroom Spinach Garlic Bread,249,4.4,25
Olio - The Wood Fired Pizzeria,Central Bangalore,Signature Garlic Knots,Signature Garlic Knots with Cheesy Dip,199,3.8,21
Olio - The Wood Fired Pizzeria,Central Bangalore,Signature Garlic Knots,Peri-Peri Garlic Knots with Cheesy Dip,199,4.7,12
Olio - The Wood Fired Pizzeria,Central Bangalore,Signature Garlic Knots,Garlic Knots  Infinity Bucket (35 units),299,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Signature Garlic Knots,The Royal Garlic Knots with Cheesy Dip,199,4.4,6
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Al Pesto Genovese Pasta,249,4.3,55
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Classic Arrabbiata Pasta,249,4.5,41
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Herbed Chicken Pesto Pasta,299,3.8,18
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Pollo Di Arrabbiata Pasta,299,4.6,22
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Chicken Kingdom Arrabbiata Pasta,399,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Chicken Kingdom Pesto Pasta,399,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Forest Chicken Arrabbiata Pasta,379,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Forest Chicken Pesto Pasta,379,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Paneer Loaded Arrabiatta Pasta,299,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pastas,Paneer Loaded Pesto Pasta,299,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Beverages,Diet Coke,60,4,32
Olio - The Wood Fired Pizzeria,Central Bangalore,Beverages,Coke,60,4,29
Olio - The Wood Fired Pizzeria,Central Bangalore,Beverages,Thums Up,60,4.4,23
Olio - The Wood Fired Pizzeria,Central Bangalore,Beverages,HRX 25g Protein Shake (Chocolate),152,4.6,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Beverages,Lemon Iced Tea,85,4.1,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Beverages,Peach Iced Tea,85,4.3,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Krispy Kreme Doughnuts and Coffee,Chocolate Iced Glazed  Doughnut,125,5,4
Olio - The Wood Fired Pizzeria,Central Bangalore,Krispy Kreme Doughnuts and Coffee,Original Glazed Doughnut,100,4.5,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Krispy Kreme Doughnuts and Coffee,Chocolate Dream Cake Doughnut,129,4.3,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Krispy Kreme Doughnuts and Coffee,Vanilla Choco Chip Doughnut,129,4.4,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Pasta Lunch Box,Lunch Box - Al Pesto Genovese Pasta,299,4.2,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Pasta Lunch Box,Lunch Box - Classic Arrabbiata Pasta,299,4.3,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Pasta Lunch Box,Lunch Box - Herbed Chicken Pesto Pasta,349,0,0
Olio - The Wood Fired Pizzeria,Central Bangalore,Pasta Lunch Box,Lunch Box - Pollo Di Arrabbiata Pasta,349,4.9,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Desserts,Choco Lava Cake,119,4.1,34
Olio - The Wood Fired Pizzeria,Central Bangalore,Desserts,Tiramisu Doughnut Cake,139,3.9,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Half & Half Pizza,Half &Half Medium Pizza,508,4.1,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Half & Half Pizza,Half &Half Large Pizza,698,4,2
Olio - The Wood Fired Pizzeria,Central Bangalore,Crazy Deals,Corn and Onion Pizza + Knots Combo,499,3.4,5
Olio - The Wood Fired Pizzeria,Central Bangalore,Crazy Deals,Deluxe Veggie Pizza + Knots Combo,499,3.4,4
Olio - The Wood Fired Pizzeria,Central Bangalore,Royal 4in1 Pizza,Royal 4in1 Non Veg Pizza,1199,4.1,1
Olio - The Wood Fired Pizzeria,Central Bangalore,Royal 4in1 Pizza,Royal 4in1 Veg Pizza,999,4,6
Olio - The Wood Fired Pizzeria,Central Bangalore,Royal 4in1 Pizza,Royal 4in1 Chef's Special Chicken Pizza,1199,5,3
Olio - The Wood Fired Pizzeria,Central Bangalore,Royal 4in1 Pizza,Royal 4in1 Gourmet Veg Pizza,1199,3.9,2
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Newly Launched Italian Gelatos,Mango & Cream Gelato,175,4.7,1
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Newly Launched Italian Gelatos,Blueberry Cheesecake Gelato,125,4.6,1
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Newly Launched Italian Gelatos,Cotton Candy Burst Gelato,125,0,0
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Newly Launched Italian Gelatos,Berry Me In Cheesecake Gelato Sundae,205,0,0
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Newly Launched Italian Gelatos,Cotton Candy Wonderland Gelato Sundae,205,4.5,1
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Newly Launched Italian Gelatos,Mango & Cream Gelato Sundae,205,0,0
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Mississippi Mud Ice Cream,115,4.7,24
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Bavarian Chocolate Ice Cream,115,4.9,20
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Mint Milk Chocolate Chips Ice Cream,115,5,13
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Gold Medal Ribbon Ice Cream,115,5,6
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Dutch Chocolate Ice Cream,432.2,4.8,15
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Three Cheers Chocolate Ice Cream,80,0,0
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Chocolate Almond Praline Ice Cream,115,5,6
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Chocolate Mousse Royale Ice Cream,115,5,3
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Ferrero Moments Mousse Ice Cream,115,4.6,2
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Chocolate Ice Creams,Naughty Nutella Ice Cream,115,4.6,2
Baskin Robbins - Ice Cream Desserts,RESIDENCY ROAD,Classic & Nuts Ice Creams,Vanilla Ice Cream,80,4.5,9
