name,ingredients,diet,flavor,course,state,region,style,category,source
Koldil Chicken,"banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,spicy,main course,assam,north east,,,indian_food
Konir Dom,"aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,spicy,main course,assam,north east,,,indian_food
Koldil Duck,"rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,spicy,main course,assam,north east,,,indian_food
Masor Koni,"fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,spicy,main course,assam,north east,,,indian_food
Mishti Chholar Dal,"chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,sweet,main course,west bengal,east,,,indian_food
Pakhala,"curd, cooked rice, curry leaves, dry chilli",vegetarian,,main course,odisha,east,,,indian_food
Pani Pitha,"tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,,main course,assam,north east,,,indian_food
Payokh,"basmati rice, rose water, sugar, clarified butter, cardamom pods",vegetarian,sweet,dessert,assam,north east,,,indian_food
Prawn malai curry,"coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,spicy,main course,west bengal,east,,,indian_food
Red Rice,"red pepper, red onion, butter, watercress, olive oil",vegetarian,,main course,,,,,indian_food
Shukto,"green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,spicy,main course,west bengal,east,,,indian_food
Til Pitha,"glutinous rice, black sesame seeds, gur",vegetarian,sweet,dessert,assam,north east,,,indian_food
Bebinca,"coconut milk, egg yolks, clarified butter, all purpose flour",vegetarian,sweet,dessert,goa,west,,,indian_food
Shufta,"cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,sweet,dessert,jammu & kashmir,north,,,indian_food
Mawa Bati,"milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,sweet,dessert,madhya pradesh,central,,,indian_food
Pinaca,"brown rice, fennel seeds, grated coconut, black pepper, ginger powder",vegetarian,sweet,dessert,goa,west,,,indian_food
Kara Kozhukattai (2 Pcs),,,,,,,,recommended,swiggy_bangalore
Sweet Kozhukattai (2 Pcs),,,,,,,,recommended,swiggy_bangalore
Green Peas Masala,,,,,,,,recommended,swiggy_bangalore
Palak Mushroom,,,,,,,,recommended,swiggy_bangalore
Kaju Masala,,,,,,,,recommended,swiggy_bangalore
Kadai Vegetable,,,,,,,,recommended,swiggy_bangalore
Panneer Butter Masala,,,,,,,,recommended,swiggy_bangalore
Mushroom Masala,,,,,,,,recommended,swiggy_bangalore
Kadai Panneer,,,,,,,,recommended,swiggy_bangalore
Navarathna Kuruma,,,,,,,,recommended,swiggy_bangalore
Malai Koftha,,,,,,,,recommended,swiggy_bangalore
Veg Mix Masala Curry,,,,,,,,recommended,swiggy_bangalore
Dhal Makhani,,,,,,,,recommended,swiggy_bangalore
Kaju Mutter,,,,,,,,recommended,swiggy_bangalore
Dhal Fry,,,,,,,,recommended,swiggy_bangalore
Dhal Thadka,,,,,,,,recommended,swiggy_bangalore
Alu Gobi Masala,,,,,,,,recommended,swiggy_bangalore
Veg Kollapuri,,,,,,,,recommended,swiggy_bangalore
Margherita,,,,,,,,recommended,swiggy_bangalore
Veggie Feast,,,,,,,,recommended,swiggy_bangalore
Tandoori Paneer,,,,,,,,recommended,swiggy_bangalore
Country Feast,,,,,,,,recommended,swiggy_bangalore
Veggie Supreme,,,,,,,,recommended,swiggy_bangalore
Chicken Sausage,,,,,,,,recommended,swiggy_bangalore
Murg Malai Chicken,,,,,,,,recommended,swiggy_bangalore
Chicken Supreme,,,,,,,,recommended,swiggy_bangalore
Triple Chicken Feast,,,,,,,,recommended,swiggy_bangalore
Classic Onion Capsicum,,,,,,,,recommended,swiggy_bangalore
Cheesy Spicy Delight,,,,,,,,recommended,swiggy_bangalore
Chilli Paneer Sizzle,,,,,,,,recommended,swiggy_bangalore
Classic Chicken Pepperoni & Onion,,,,,,,,recommended,swiggy_bangalore
Classic Herbed Chicken & Capsicum,,,,,,,,recommended,swiggy_bangalore
Chatpata Chicken Feast,,,,,,,,recommended,swiggy_bangalore
Bold BBQ Veggie Thin n Crispy,,,,,,,,recommended,swiggy_bangalore
Spicy Schezwan Pasta Chicken,,,,,,,,recommended,swiggy_bangalore
Spicy Red Schezwan Pasta,,,,,,,,recommended,swiggy_bangalore
Sprinkled Fries - New,,,,,,,,recommended,swiggy_bangalore
Spicy Baked Chicken Wings 4pc,,,,,,,,recommended,swiggy_bangalore
Chicken Pepperoni Pizza - Medium,,,,,,,,flash sale pizzas,swiggy_bangalore
Bold BBQ Veggies Pizza - Medium,,,,,,,,flash sale pizzas,swiggy_bangalore
Schezwan Margherita,,,,,,,,veg pizza,swiggy_bangalore
Mexican Fiesta,,,,,,,,veg pizza,swiggy_bangalore
Bold BBQ Veggies,,,,,,,,veg pizza,swiggy_bangalore
Ultimate Tandoori Veggie,,,,,,,,veg pizza,swiggy_bangalore
Mazedar Makhni Paneer,,,,,,,,veg pizza,swiggy_bangalore
Corn & Cheese,,,,,,,,veg pizza,swiggy_bangalore
Spiced Paneer,,,,,,,,veg pizza,swiggy_bangalore
Margherita Pizza,,,,,,,,veg pizza,swiggy_bangalore
Sausage & Sweet Corn.,,,,,,,,non veg pizza,swiggy_bangalore
Dhabe Da Keema,,,,,,,,non veg pizza,swiggy_bangalore
Sizzling Schezwan Chicken,,,,,,,,non veg pizza,swiggy_bangalore
Nawabi Murg Makhni,,,,,,,,non veg pizza,swiggy_bangalore
Chicken Pepperoni,,,,,,,,non veg pizza,swiggy_bangalore
Chicken Tikka Supreme,,,,,,,,non veg pizza,swiggy_bangalore
Tandoori Paneer Thin n Crispy,,,,,,,,thin n crispy pizzas,swiggy_bangalore
Mexican Fiesta Thin n Crispy,,,,,,,,thin n crispy pizzas,swiggy_bangalore
Dhabe Da Keema Thin n Crispy,,,,,,,,thin n crispy pizzas,swiggy_bangalore
Chicken Pepperoni Thin n Crispy,,,,,,,,thin n crispy pizzas,swiggy_bangalore
Chicken Supreme Thin n Crispy,,,,,,,,thin n crispy pizzas,swiggy_bangalore
Cold Coffee,,,,,,,,hut café,swiggy_bangalore
Cold Chocolate,,,,,,,,hut café,swiggy_bangalore
Frappe Mocha,,,,,,,,hut café,swiggy_bangalore
Masala Pop,,,,,,,,hut café,swiggy_bangalore
Lemon Mint Mojito,,,,,,,,hut café,swiggy_bangalore
Masala Lemonade,,,,,,,,hut café,swiggy_bangalore
Masala Pepsi,,,,,,,,hut café,swiggy_bangalore
Pepsi Glass,,,,,,,,hut café,swiggy_bangalore
7Up Glass,,,,,,,,hut café,swiggy_bangalore
Cosy Comfort White Sauce Pasta,,,,,,,,pasta,swiggy_bangalore
Cosy Comfort White Sauce Chicken Pasta,,,,,,,,pasta,swiggy_bangalore
Classic Mushroom Pasta,,,,,,,,pasta,swiggy_bangalore
Tomato Twist Red Sauce Pasta,,,,,,,,pasta,swiggy_bangalore
Tandoori Murg Pasta,,,,,,,,pasta,swiggy_bangalore
Tandoori Paneer Pasta,,,,,,,,pasta,swiggy_bangalore
Penne McN Cheese Pasta,,,,,,,,pasta,swiggy_bangalore
Penne McN Cheese & Chicken Pasta,,,,,,,,pasta,swiggy_bangalore
Super Value Deal : 2 Medium Veg Pizzas starting at Rs 719 (Save Upto 41%).,,,,,,,,one plus one medium @649,swiggy_bangalore
Super Value Deal : 2 Medium Non-Veg Pizzas starting at Rs 749 (Save Upto 39%).,,,,,,,,one plus one medium @649,swiggy_bangalore
Cheese Garlic Bread,,,,,,,,garlic bread,swiggy_bangalore
Exotica Veggie Garlic Bread,,,,,,,,garlic bread,swiggy_bangalore
Classic Bread Stix,,,,,,,,garlic bread,swiggy_bangalore
Loaded Bread Stix,,,,,,,,garlic bread,swiggy_bangalore
Garlic Bread Spicy Supreme,,,,,,,,garlic bread,swiggy_bangalore
Masala Keema Garlic Bread,,,,,,,,garlic bread,swiggy_bangalore
Cheezy Sprinkled Fries,,,,,,,,appetizer,swiggy_bangalore
BBQ Baked Chicken Wings 6pc,,,,,,,,appetizer,swiggy_bangalore
BBQ Baked Chicken Wings 4pc,,,,,,,,appetizer,swiggy_bangalore
Spicy Baked Chicken Wings 6pc,,,,,,,,appetizer,swiggy_bangalore
Jalapeno Poppers,,,,,,,,appetizer,swiggy_bangalore
Jalapeno Pepper Dip,,,,,,,,appetizer,swiggy_bangalore
Veg Mayonnaise Dip,,,,,,,,appetizer,swiggy_bangalore
Tomato Ketchup,,,,,,,,appetizer,swiggy_bangalore
Momo Dip,,,,,,,,appetizer,swiggy_bangalore
Eggless Butterscotch & Milk Chocolate Cake [1/2kg],,,,,,,,recommended,swiggy_bangalore
Eggless Rich Chocolate Cake [500g],,,,,,,,recommended,swiggy_bangalore
Eggless Dutch Truffle Cake [500g],,,,,,,,recommended,swiggy_bangalore
Eggless Fresh Cream Pineapple Cake (500gms),,,,,,,,recommended,swiggy_bangalore
Chocoholic Cake [500g],,,,,,,,recommended,swiggy_bangalore
Eggless Dutch Truffle Cake [1kg],,,,,,,,recommended,swiggy_bangalore
Dutch Truffle Cake [500g],,,,,,,,recommended,swiggy_bangalore
Fresh Cream Pineapple Cake (500gms),,,,,,,,recommended,swiggy_bangalore
Premium Gift Hamper Basket,,,,,,,,recommended,swiggy_bangalore
Premium Gift Hamper Basket (Eggless),,,,,,,,recommended,swiggy_bangalore
Luxury Gift Hamper Basket,,,,,,,,recommended,swiggy_bangalore
Indulgence Gift Hamper Basket,,,,,,,,recommended,swiggy_bangalore
Indulgence Gift Hamper Basket (Eggless),,,,,,,,recommended,swiggy_bangalore
Almond Rocks (250g),,,,,,,,recommended,swiggy_bangalore
Almond Rocks (500g),,,,,,,,recommended,swiggy_bangalore
Eggless Butterscotch & Milk Chocolate Pastry [1 Piece],,,,,,,,recommended,swiggy_bangalore
Eggless Rich Chocolate Pastry [1 Piece],,,,,,,,recommended,swiggy_bangalore
Eggless Dutch Truffle Pastry [1 Piece],,,,,,,,recommended,swiggy_bangalore
Eggless Fresh Cream Pineapple Pastry [1 Piece],,,,,,,,recommended,swiggy_bangalore
Chocoholic Pastry [1 Piece],,,,,,,,recommended,swiggy_bangalore
Butter Croissant [1 Piece],,,,,,,,croissants & danishes,swiggy_bangalore
Pain Au Chocolat [1 Piece],,,,,,,,croissants & danishes,swiggy_bangalore
Blueberry Danish [1 Piece],,,,,,,,croissants & danishes,swiggy_bangalore
Wheat Bread Loaf [400g],,,,,,,,breads,swiggy_bangalore
French Baguette [140g],,,,,,,,breads,swiggy_bangalore
Multigrain Loaf [400g],,,,,,,,breads,swiggy_bangalore
Wheat Sourdough Loaf [350g],,,,,,,,breads,swiggy_bangalore
8-Cheese Pizza,,,,,,,,recommended,swiggy_bangalore
Four Cheese Pizza,,,,,,,,recommended,swiggy_bangalore
Deluxe Veggie Pizza,,,,,,,,recommended,swiggy_bangalore
Blazing Onion & Paprika Pizza,,,,,,,,recommended,swiggy_bangalore
Country Feast Pizza,,,,,,,,recommended,swiggy_bangalore
Fiery Jalapeno & Paprika Pizza,,,,,,,,recommended,swiggy_bangalore
Creamy Spinach Popeye Pizza,,,,,,,,recommended,swiggy_bangalore
Mexican Wave Pizza,,,,,,,,recommended,swiggy_bangalore
Ultimate Spinach Pizza,,,,,,,,recommended,swiggy_bangalore
Peppy Paneer Pizza,,,,,,,,recommended,swiggy_bangalore
Paneer Red-Hot Pizza,,,,,,,,recommended,swiggy_bangalore
Farmhouse Pizza,,,,,,,,recommended,swiggy_bangalore
Five Pepper Pizza,,,,,,,,recommended,swiggy_bangalore
Farmer's Pick Pizza,,,,,,,,recommended,swiggy_bangalore
Smoked Hawaiian Pizza,,,,,,,,recommended,swiggy_bangalore
Veggie Volcano Pizza,,,,,,,,recommended,swiggy_bangalore
Four Seasons Pizza,,,,,,,,recommended,swiggy_bangalore
Greek Goddess Pizza,,,,,,,,recommended,swiggy_bangalore
Mediterranean Pizza,,,,,,,,recommended,swiggy_bangalore
8-Cheese Forest Chicken Pizza,,,,,,,,oh-so-cheesy (new launch),swiggy_bangalore
8-Cheese Spinach Mushroom Pizza,,,,,,,,oh-so-cheesy (new launch),swiggy_bangalore
Four Cheese Forest Chicken Pizza,,,,,,,,oh-so-cheesy (new launch),swiggy_bangalore
Four Cheese Spinach Mushroom Pizza,,,,,,,,oh-so-cheesy (new launch),swiggy_bangalore
Garlic Breadsticks,,,,,,,,stuffed garlic breads,swiggy_bangalore
Classic Stuffed Garlic Bread,,,,,,,,stuffed garlic breads,swiggy_bangalore
Corn And Cheese Stuffed Garlic Bread,,,,,,,,stuffed garlic breads,swiggy_bangalore
Paneer Tikka Stuffed Garlic Bread,,,,,,,,stuffed garlic breads,swiggy_bangalore
Chicken Pepperoni Pizza,,,,,,,,pepperoni pizza - chef's special,swiggy_bangalore
Pork Pepperoni Pizza,,,,,,,,pepperoni pizza - chef's special,swiggy_bangalore
Spicy Chicken Pepperoni Pizza,,,,,,,,pepperoni pizza - chef's special,swiggy_bangalore
Pepperoni Bacon Pie Pizza,,,,,,,,pepperoni pizza - chef's special,swiggy_bangalore
Non-Veg Loaded Nachos,,,,,,,,loaded nachos,swiggy_bangalore
Veg Loaded Nachos,,,,,,,,loaded nachos,swiggy_bangalore
Cheesy Mania Corn Pizza Box,,,,,,,,cheesy pizza mania box,swiggy_bangalore
Cheesy Mania Herbed Chicken Pizza Box,,,,,,,,cheesy pizza mania box,swiggy_bangalore
Cheesy Mania Peri Peri Paneer Pizza Box,,,,,,,,cheesy pizza mania box,swiggy_bangalore
Chessy Mania Margherita Pizza Box,,,,,,,,cheesy pizza mania box,swiggy_bangalore
Deluxe Veggie Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Paneer Red Hot Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Farmhouse Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Fiery Chicken Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Cheddar Chicken Tikka Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Chicken Kingdom Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Chicken Pepperoni Pizza [Multigrain],,,,,,,,guiltfree by eatfit!,swiggy_bangalore
Cheeseburst - Chicken Kingdom Pizza,,,,,,,,cheese burst pizza,swiggy_bangalore
Cheeseburst - Farmhouse Pizza,,,,,,,,cheese burst pizza,swiggy_bangalore
Cheeseburst - Spicy Chicken Treat Pizza,,,,,,,,cheese burst pizza,swiggy_bangalore
Cheeseburst - Veg Overload Pizza,,,,,,,,cheese burst pizza,swiggy_bangalore
Kids Birthday Pizza Party with Chocolate Cake (pack of 10),,,,,,,,kids special - pizza party,swiggy_bangalore
Kids Birthday Pizza Party with Chocolate Cake (pack of 5),,,,,,,,kids special - pizza party,swiggy_bangalore
Motu Patlu Kids Cheesy Corn Pizza Party,,,,,,,,kids special - pizza party,swiggy_bangalore
Motu Patlu Kids Herbed Chicken Pizza Party,,,,,,,,kids special - pizza party,swiggy_bangalore
Motu Patlu Kids Margherita Pizza Party,,,,,,,,kids special - pizza party,swiggy_bangalore
Motu Patlu Kids Peri Peri Paneer Pizza Party,,,,,,,,kids special - pizza party,swiggy_bangalore
Motu Patlu Kids Pizza Big Party Combo (Pack of 10),,,,,,,,kids special - pizza party,swiggy_bangalore
Motu Patlu Kids Pizza Mini Party Combo (Pack of 5),,,,,,,,kids special - pizza party,swiggy_bangalore
Italian Cheese Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Italian Chicken Pepperoni Cheese Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Italian Pork Pepperoni Cheese Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Bacon Cheese Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Hawaiian Pineapple Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Popeye's Spinach Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Chicken Tikka Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Creamy Spinach & Mushroom Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Herbed Chicken Mushroom Spinach Garlic Bread,,,,,,,,house special garlic breads!,swiggy_bangalore
Signature Garlic Knots with Cheesy Dip,,,,,,,,signature garlic knots,swiggy_bangalore
Peri-Peri Garlic Knots with Cheesy Dip,,,,,,,,signature garlic knots,swiggy_bangalore
Garlic Knots  Infinity Bucket (35 units),,,,,,,,signature garlic knots,swiggy_bangalore
The Royal Garlic Knots with Cheesy Dip,,,,,,,,signature garlic knots,swiggy_bangalore
Al Pesto Genovese Pasta,,,,,,,,pastas,swiggy_bangalore
Classic Arrabbiata Pasta,,,,,,,,pastas,swiggy_bangalore
Herbed Chicken Pesto Pasta,,,,,,,,pastas,swiggy_bangalore
Pollo Di Arrabbiata Pasta,,,,,,,,pastas,swiggy_bangalore
Chicken Kingdom Arrabbiata Pasta,,,,,,,,pastas,swiggy_bangalore
Chicken Kingdom Pesto Pasta,,,,,,,,pastas,swiggy_bangalore
Forest Chicken Arrabbiata Pasta,,,,,,,,pastas,swiggy_bangalore
Forest Chicken Pesto Pasta,,,,,,,,pastas,swiggy_bangalore
Paneer Loaded Arrabiatta Pasta,,,,,,,,pastas,swiggy_bangalore
Paneer Loaded Pesto Pasta,,,,,,,,pastas,swiggy_bangalore
Diet Coke,,,,,,,,beverages,swiggy_bangalore
Coke,,,,,,,,beverages,swiggy_bangalore
Thums Up,,,,,,,,beverages,swiggy_bangalore
HRX 25g Protein Shake (Chocolate),,,,,,,,beverages,swiggy_bangalore
Lemon Iced Tea,,,,,,,,beverages,swiggy_bangalore
Peach Iced Tea,,,,,,,,beverages,swiggy_bangalore
Chocolate Iced Glazed  Doughnut,,,,,,,,krispy kreme doughnuts and coffee,swiggy_bangalore
Original Glazed Doughnut,,,,,,,,krispy kreme doughnuts and coffee,swiggy_bangalore
Chocolate Dream Cake Doughnut,,,,,,,,krispy kreme doughnuts and coffee,swiggy_bangalore
Vanilla Choco Chip Doughnut,,,,,,,,krispy kreme doughnuts and coffee,swiggy_bangalore
Lunch Box - Al Pesto Genovese Pasta,,,,,,,,pasta lunch box,swiggy_bangalore
Lunch Box - Classic Arrabbiata Pasta,,,,,,,,pasta lunch box,swiggy_bangalore
Lunch Box - Herbed Chicken Pesto Pasta,,,,,,,,pasta lunch box,swiggy_bangalore
Lunch Box - Pollo Di Arrabbiata Pasta,,,,,,,,pasta lunch box,swiggy_bangalore
Choco Lava Cake,,,,,,,,desserts,swiggy_bangalore
Tiramisu Doughnut Cake,,,,,,,,desserts,swiggy_bangalore
Half &Half Medium Pizza,,,,,,,,half & half pizza,swiggy_bangalore
Half &Half Large Pizza,,,,,,,,half & half pizza,swiggy_bangalore
Corn and Onion Pizza + Knots Combo,,,,,,,,crazy deals,swiggy_bangalore
Deluxe Veggie Pizza + Knots Combo,,,,,,,,crazy deals,swiggy_bangalore
Royal 4in1 Non Veg Pizza,,,,,,,,royal 4in1 pizza,swiggy_bangalore
Royal 4in1 Veg Pizza,,,,,,,,royal 4in1 pizza,swiggy_bangalore
Royal 4in1 Chef's Special Chicken Pizza,,,,,,,,royal 4in1 pizza,swiggy_bangalore
Royal 4in1 Gourmet Veg Pizza,,,,,,,,royal 4in1 pizza,swiggy_bangalore
Mango & Cream Gelato,,,,,,,,newly launched italian gelatos,swiggy_bangalore
Blueberry Cheesecake Gelato,,,,,,,,newly launched italian gelatos,swiggy_bangalore
Cotton Candy Burst Gelato,,,,,,,,newly launched italian gelatos,swiggy_bangalore
Berry Me In Cheesecake Gelato Sundae,,,,,,,,newly launched italian gelatos,swiggy_bangalore
Cotton Candy Wonderland Gelato Sundae,,,,,,,,newly launched italian gelatos,swiggy_bangalore
Mango & Cream Gelato Sundae,,,,,,,,newly launched italian gelatos,swiggy_bangalore
Mississippi Mud Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Bavarian Chocolate Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Mint Milk Chocolate Chips Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Gold Medal Ribbon Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Dutch Chocolate Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Three Cheers Chocolate Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Chocolate Almond Praline Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Chocolate Mousse Royale Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Ferrero Moments Mousse Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Naughty Nutella Ice Cream,,,,,,,,chocolate ice creams,swiggy_bangalore
Vanilla Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Honey Nut Crunch Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Cotton Candy Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Roasted Californian Almond Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Butterscotch Ribbon Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Splish Splash Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Roasted Coffee Creme Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Hop Scotch Butterscotch Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Pralines 'N Cream Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Cookies 'N Cream Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Lotus Biscoff Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Salted Butter Popcorn Ice Cream,,,,,,,,classic & nuts ice creams,swiggy_bangalore
Very Berry Strawberry Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Alphonso Mango Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Banana 'N Strawberry Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Black Currant Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Tender Coconut Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Fruit Overload Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Shooting Star Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Blueberry 'N White Chocolate Ice Cream,,,,,,,,fruit ice creams,swiggy_bangalore
Chocolate Fudge Brownie,,,,,,,,accompaniments,swiggy_bangalore
Cheesecake (1pc),,,,,,,,accompaniments,swiggy_bangalore
Croissant,,,,,,,,accompaniments,swiggy_bangalore
Cotton Candy Ice Cream Rocks,,,,,,,,ice cream rocks,swiggy_bangalore
Caramel Biscuit Ice Cream Rocks,,,,,,,,ice cream rocks,swiggy_bangalore
Funwich Cookie Sandwich (90ml),,,,,,,,ice cream snacks,swiggy_bangalore
Funwich Caramel Biscuit (90ml),,,,,,,,ice cream snacks,swiggy_bangalore
Choco Fudge Doublet Bar (65ml),,,,,,,,ice cream snacks,swiggy_bangalore
Very Berry Strawberry Ice Cream  (Family Prepack 700ml),,,,,,,,family prepacks,swiggy_bangalore
Black Currant Ice Cream (Family Prepack 450ml),,,,,,,,family prepacks,swiggy_bangalore
Hop Scotch Butterscotch Ice Cream (Family Prepack 450 Ml),,,,,,,,family prepacks,swiggy_bangalore
Dutch Chocolate Ice Cream (Family Prepack 700 Ml),,,,,,,,family prepacks,swiggy_bangalore
Alphonso Mango Ice Cream (Family Prepack),,,,,,,,family prepacks,swiggy_bangalore
Vanilla Ice Cream (Family Prepack),,,,,,,,family prepacks,swiggy_bangalore
Cotton Candy Ice Cream (Family Prepack),,,,,,,,family prepacks,swiggy_bangalore
Honey Nut Crunch Ice Cream(family Prepack),,,,,,,,family prepacks,swiggy_bangalore
Mississippi Mud Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Three Cheers Chocolate Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Dutch Chocolate Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Chocolate Almond Praline Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Mint Milk Chocolate Chips Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Bavarian Chocolate Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Chocolate Mousse Royale Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Gold Medal Ribbon Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Ferrero Moments Mousse Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Naughty Nutella Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Vanilla Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Butterscotch Ribbon Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Roasted Californian Almond Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Splish Splash Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Cotton Candy Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Honey Nut Crunch Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Roasted Coffee Creme Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Hop Scotch Butterscotch Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Pralines 'N Cream Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Cookies 'N Cream Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Lotus Biscoff Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Jello Mello Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Very Berry Strawberry Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Banana 'N Strawberry Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Alphonso Mango Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Fruit Overload Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Black Currant Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Shooting Star Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Blueberry 'N White Chocolate Ice Cream (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Mango & Cream Gelato (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Blueberry Cheesecake Gelato (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Cotton Candy Burst Gelato (Tub),,,,,,,,freshly scooped tubs,swiggy_bangalore
Variety Pack,,,,,,,,gifting and sharing,swiggy_bangalore
Vanilla Ice Cream.,,,,,,,,value scoops,swiggy_bangalore
Alphonso Mango Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Alphonso Mango Ice Cream.,,,,,,,,value scoops,swiggy_bangalore
Banana 'N Strawberry Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Fruit Overload Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Jello Mello Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Roasted Californian Almond Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Splish Splash Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Bavarian Chocolate Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
