name,ingredients,diet,flavor,course,state,region,style,category,source
Corn & Cheese Burger + Veg Pizza McPuff,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Corn & Cheese Burger + Fries (R),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Corn & Cheese Burger + Coke,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
2 Cappuccino,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
2 McFlurry Oreo (S),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
2 Hot Fudge Sundae,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Chocolate Flavoured Shake+ Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Strawberry Shake + Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
2 Iced Coffee,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McSpicy Chicken Burger + Fries (M) + Piri Piri Spice Mix,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McSpicy Paneer Burger + Fries (M) + Piri Piri Spice Mix,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McSpicy Paneer + Mexican Cheesy Fries,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Black Forest Mcflurry (M) BOGO,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
New McSaver Chicken Surprise,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
New McSaver Chicken Nuggets (4 Pc),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
New McSaver Masala McEgg,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
New McSaver McAloo Tikki,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
New McSaver Mexican McAloo Tikki,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
New McSaver Pizza McPuff,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Chicken Surprise Burger + Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Crispy Veggie Burger +  Mexican Cheesy Fries,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Crispy Veggie Burger + McAloo Tikki,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Crispy Veggie Burger + Piri Piri Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mc Crispy Chicken Burger + Piri Piri Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mc Crispy Chicken Burger + Mexican Cheesy Fries,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Chicken Surprise Burger + Cold Coffee,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McAloo Tikki Burger + Cold Coffee,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Choco Crunch Cookie + McAloo Tikki Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Choco Crunch Cookie + McVeggie Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Lemon Ice Tea + Choco Crunch Cookie,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Veg Pizza McPuff + Choco Crunch Cookie,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Chicken Surprise Burger + Korean Yuzu-Pop Sprite,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Aloo Tikki Burger + Korean Mc Spicy Paneer Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Aloo Tikki Burger+ Korean Yuzu-Pop Sprite,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Spicy Chicken Burger +Korean Yuzu- Pop Sprite Combo,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Spicy Paneer Burger +Korean Yuzu- Pop Sprite Combo,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McSaver Korean Chicken Surprise Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McSaver Korean Mc Aloo Tikki Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McSaver Korean Mc Egg Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Chicken Surprise + Korean Shake Shake Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Aloo Tikki Burger+ Korean Shake Shake Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Spicy Chicken Burger  + Korean Shake Shake Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Mc Spicy Paneer Burger + Korean Shake Shake Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Shake Shake Chicken Nuggets 6 pc.,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Korean Shake Shake Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Butter Croissant + Cappuccino.,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Butter Croissant + Iced Coffee.,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mexican Corn and Cheese Burger + Coke (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mexican Corn & Cheese Burger + Fries (M).,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mexican Grilled Chicken Cheese Burger + Coke (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mexican Grilled Chicken & Cheese Burger + Fries (M).,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
1 Pc Crispy Fried Chicken,,,,,,,,fried chicken & wings,swiggy_bangalore
2 Crispy Fried Chicken + 2 McSpicy Fried Chicken + 2 Dips + 2 Coke,,,,,,,,fried chicken & wings,swiggy_bangalore
2 Pc Crispy Fried Chicken,,,,,,,,fried chicken & wings,swiggy_bangalore
1 McSpicy Fried Chk + 1 Crispy Fried Chk + 4 Wings + 2 Coke + 2 Dips,,,,,,,,fried chicken & wings,swiggy_bangalore
1 Pc McSpicy Fried Chicken,,,,,,,,fried chicken & wings,swiggy_bangalore
2 Pc McSpicy Chicken Wings,,,,,,,,fried chicken & wings,swiggy_bangalore
2 Pc McSpicy Fried Chicken,,,,,,,,fried chicken & wings,swiggy_bangalore
3 Pc McSpicy Fried Chicken Bucket + 1 Coke,,,,,,,,fried chicken & wings,swiggy_bangalore
4 Pc McSpicy Chicken Wings,,,,,,,,fried chicken & wings,swiggy_bangalore
4 Pc McSpicy Fried Chicken Bucket,,,,,,,,fried chicken & wings,swiggy_bangalore
5 Pc McSpicy Fried Chicken Bucket,,,,,,,,fried chicken & wings,swiggy_bangalore
12 Pc Feast Chicken Bucket,,,,,,,,fried chicken & wings,swiggy_bangalore
Chicken Lover's Bucket,,,,,,,,fried chicken & wings,swiggy_bangalore
4 Chicken Wings + 2 McSpicy Fried Chicken + 2 Coke + 2 Dips,,,,,,,,fried chicken & wings,swiggy_bangalore
4 McSpicy Fried Chicken Bucket + 2 Dips + 2 Coke,,,,,,,,fried chicken & wings,swiggy_bangalore
5 McSpicy Fried Chicken Bucket + 2 Dips + 2 Coke,,,,,,,,fried chicken & wings,swiggy_bangalore
8 McSpicy Chicken Wings Bucket + 2 Coke + 1 Dip,,,,,,,,fried chicken & wings,swiggy_bangalore
Chicken Surprise Burger with Multi-Millet Bun,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McAloo Tikki Burger with Multi-Millet Bun,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McChicken Burger with Multi-Millet Bun,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Chicken Burger with Multi-Millet Bun,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Paneer Burger with Multi-Millet Bun,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McVeggie Burger with Multi-Millet Bun,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
Crispy Veggie Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
Crispy Veggie Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
Crispy Veggie Burger Protein Plus + Corn + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
Masala McEgg Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
Masala McEgg Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McAloo Tikki Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McAloo Tikki Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McAloo Tikki Burger Protein Plus+ Corn + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCheese Chicken Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCheese Chicken Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCheese Chicken Burger Protein Plus + 4 Pc Chicken Nuggets+ Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McChicken Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McChicken Burger Protein Plus + 4 Pc Chicken Nuggets + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McChicken Protein Burger Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCrispy Chicken Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCrispy Chicken Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCrispy Chicken Burger Protein Plus + 4 Pc Chicken Nugget + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McEgg Burger Protein Plus + 4 Pc Chicken Nuggets + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Chicken Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Chicken Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Chicken Burger Protein Plus + 4 Pc Chicken Nuggets + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Paneer Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Paneer Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Paneer Burger Protein Plus  + Corn + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Premium Burger Veg Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Premium Chicken Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Premium Chicken Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Premium Chicken Protein Plus + 4 Pc Chicken Nugget + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Premium Veg Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McSpicy Premium Veg Burger Protein Plus + Corn + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McVeggie Burger Protein Plus (1 Slice),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McVeggie Burger Protein Plus (2 Slices),,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McVeggie Burger Protein Plus + Corn + Coke Zero,,,,,,,,protein plus and burgers with millet bun,swiggy_bangalore
McCheese Burger Veg.,,,,,,,,shravan specials,swiggy_bangalore
McCheese Burger Veg Combo.,,,,,,,,shravan specials,swiggy_bangalore
Mango Smoothie.,,,,,,,,shravan specials,swiggy_bangalore
Strawberry Shake.,,,,,,,,shravan specials,swiggy_bangalore
McAloo Tikki Burger NONG,,,,,,,,shravan specials,swiggy_bangalore
Mexican McAloo Tikki Burger NONG,,,,,,,,shravan specials,swiggy_bangalore
Classic Corn Cup.,,,,,,,,shravan specials,swiggy_bangalore
McCheese Burger Veg Combo with Corn.,,,,,,,,shravan specials,swiggy_bangalore
McFlurry Oreo ( M ).,,,,,,,,shravan specials,swiggy_bangalore
Mcflurry Oreo ( S ).,,,,,,,,shravan specials,swiggy_bangalore
Crispy Veggie Burger..,,,,,,,,shravan specials,swiggy_bangalore
Crispy Veggie Burger Meal (M)..,,,,,,,,shravan specials,swiggy_bangalore
2 Crispy Veggie Burger  + Fries (L) + 2 Coke,,,,,,,,group sharing combos,swiggy_bangalore
2 Crispy Veggie Burger  + 2 Fries (M) + Veg Pizza McPuff,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McAloo Tikki,,,,,,,,group sharing combos,swiggy_bangalore
6 Pc Chicken Nuggets + McChicken Burger + Coke,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McSpicy Chicken + McChicken,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: Corn & Cheese + McVeggie,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McSpicy Chicken Burger with Pizza McPuff,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Pizza McPuff,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McChicken Burger,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McSpicy Chicken Burger,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McVeggie Burger,,,,,,,,group sharing combos,swiggy_bangalore
2 Chicken Maharaja Mac Burger + 2 Coke + Fries (L) + McFlurry Oreo (M),,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: Corn & Cheese Burger,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: Grilled Chicken & Cheese,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McSpicy Deluxe Chicken Burger,,,,,,,,group sharing combos,swiggy_bangalore
Burger Combo for 2: McSpicy Deluxe Paneer Burger,,,,,,,,group sharing combos,swiggy_bangalore
2 Mc Crispy Chicken Burger + Fries (L) + 2 Coke,,,,,,,,group sharing combos,swiggy_bangalore
Crispy Veggie Burger + McVeggie Burger + Fries (M),,,,,,,,group sharing combos,swiggy_bangalore
Mc Crispy Chicken Burger + McChicken Burger + Fries (M),,,,,,,,group sharing combos,swiggy_bangalore
Mc Crispy Chicken Burger + McSpicy Chicken Wings - 2 pc + Coke (M),,,,,,,,group sharing combos,swiggy_bangalore
McChicken Double Patty Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Chicken Double Patty Burger combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McChicken Burger Happy Meal,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McVeggie Burger Happy Meal,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McAloo Tikki Burger Happy Meal,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Chicken Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Veg Maharaja Mac Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Big Spicy Chicken Wrap Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McVeggie Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Chicken Maharaja Mac Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Big Spicy Paneer Wrap Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Paneer Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McChicken Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
9 Pc Chicken Nuggets Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Chicken McNuggets 6 Pcs Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Mexican McAloo Tikki Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Masala McEgg Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Birthday Party Package - McChicken,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Birthday Party Package - McVeggie,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McEgg Burger Happy Meal,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Premium Burger Chicken Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Premium Burger Veg Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McCheese Burger Chicken Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McCheese Burger Veg Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Corn & cheese Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Grilled Cheese and Chicken Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McAloo Tikki Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McCheese Burger Veg Combo with Corn,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
2 Pc Chicken Nuggets Happy Meal,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
4 Pc Chicken Nuggets Happy Meal,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Deluxe Chicken Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
McSpicy Deluxe Paneer Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Chicken Surprise Burger + 4 Pc Chicken McNuggets + Coke,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Chicken Surprise Burger Combo,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Crispy Veggie Burger Meal (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Mc Crispy Chicken Burger Meal (M),,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Choco Crunch Cookie + McAloo Tikki Burger + Lemon Ice Tea,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Veg Pizza McPuff + Choco Crunch Cookie + Americano,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Chicken Surprise Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Mc Aloo Tikki Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Mc Egg Burger Combo (M),,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Mc Spicy Chicken Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Mc Spicy Paneer Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Mc Spicy Premium Chicken Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Korean Mc Spicy Premium Paneer Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Mexican Corn & Cheese Burger Combo (M),,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Mexican Grilled Chicken & Cheese Burger Combo (M).,,,,,,,,burger combos ( 3 pc meals ),swiggy_bangalore
Mexican McAloo Tikki Double Patty Burger,,,,,,,,burgers & wraps,swiggy_bangalore
McAloo Tikki Double Patty Burger,,,,,,,,burgers & wraps,swiggy_bangalore
McAloo Tikki Burger,,,,,,,,burgers & wraps,swiggy_bangalore
Mexican McAloo Tikki Burger,,,,,,,,burgers & wraps,swiggy_bangalore
McAloo Tikki Burger NONG.,,,,,,,,burgers & wraps,swiggy_bangalore
Mexican McAloo Tikki Burger NONG.,,,,,,,,burgers & wraps,swiggy_bangalore
McAloo Tikki Burger with Cheese,,,,,,,,burgers & wraps,swiggy_bangalore
Mexican McAloo Tikki with Cheese,,,,,,,,burgers & wraps,swiggy_bangalore
Korean Mc Aloo Tikki Burger,,,,,,,,burgers & wraps,swiggy_bangalore
Mexican Corn & Cheese Burger,,,,,,,,burgers & wraps,swiggy_bangalore
Mexican Grilled Chicken & Cheese Burger,,,,,,,,burgers & wraps,swiggy_bangalore
Piri Piri Spice Mix,,,,,,,,fries & sides,swiggy_bangalore
Veg Pizza McPuff,,,,,,,,fries & sides,swiggy_bangalore
Fries (Regular),,,,,,,,fries & sides,swiggy_bangalore
Fries (Medium),,,,,,,,fries & sides,swiggy_bangalore
Fries (Large),,,,,,,,fries & sides,swiggy_bangalore
Tomato Ketchup Sachet,,,,,,,,fries & sides,swiggy_bangalore
9 Pc Chicken Nuggets,,,,,,,,fries & sides,swiggy_bangalore
6 Pc Chicken Nuggets,,,,,,,,fries & sides,swiggy_bangalore
Chilli Sauce Sachet,,,,,,,,fries & sides,swiggy_bangalore
Classic Corn Cup,,,,,,,,fries & sides,swiggy_bangalore
Fries (M) + Piri Piri Mix,,,,,,,,fries & sides,swiggy_bangalore
Mexican Cheesy Fries,,,,,,,,fries & sides,swiggy_bangalore
20 Pc Chicken Nuggets,,,,,,,,fries & sides,swiggy_bangalore
Barbeque Sauce,,,,,,,,fries & sides,swiggy_bangalore
4 Pcs Chicken Nuggets,,,,,,,,fries & sides,swiggy_bangalore
Mustard Sauce,,,,,,,,fries & sides,swiggy_bangalore
Spicy Sauce,,,,,,,,fries & sides,swiggy_bangalore
Korean Shake Shake Chicken Nuggets 6 pc,,,,,,,,fries & sides,swiggy_bangalore
Korean Shake Shake Fries (M).,,,,,,,,fries & sides,swiggy_bangalore
Korean Spice Mix,,,,,,,,fries & sides,swiggy_bangalore
Coke zero can,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Schweppes Water bottle,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Fanta,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mixed Fruit Beverage,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Sprite,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
American Mud Pie Shake,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mango Smoothie,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mixed Berry Smoothie,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Hot Chocolate (R),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Latte Coffee (R),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Americano Coffee (R),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Americano Coffee (S),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
McCafe-Ice Coffee,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Ice Americano Coffee,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mocha Coffee (R),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mocha Coffee (S),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Moroccan Mint Green Tea (R ),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Strawberry Green Tea (S),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Cappuccino Coffee (S),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Cappuccino Coffee (R),,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Chocolate Flavoured Shake,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
McCafe-Classic Coffee,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mocha Frappe,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Berry Lemonade Regular,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Cappuccino Small with Hazelnut,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Iced Coffee with French Vanilla,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Ice Tea - Green Apple flavour,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Strawberry Shake,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Cappuccino Small with French Vanilla,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Classic Coffee Regular with French Vanilla,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Classic Coffee Regular with Hazelnut,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Iced Coffee with Hazelnut,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Mint Lime Cooler,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Korean Yuzu-Pop Sprite,,,,,,,,coffee & beverages (hot and cold),swiggy_bangalore
Chocochip Muffin,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Choco Crunch Cookie,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Cinnamon Raisin Cookie,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Indulge Choco Jar Dessert,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Cold Coffee  Combo,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Hot  Coffee Combo,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Indulge Combo,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Take a break Combo,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Treat Combo,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Butter Croissant,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Butter Croissant + Cappuccino,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Butter Croissant + Iced Coffee,,,,,,,,cakes brownies and cookies,swiggy_bangalore
Mcflurry Oreo ( S ),,,,,,,,desserts,swiggy_bangalore
McFlurry Oreo ( M ),,,,,,,,desserts,swiggy_bangalore
Hot Fudge Sundae,,,,,,,,desserts,swiggy_bangalore
Strawberry Sundae,,,,,,,,desserts,swiggy_bangalore
Oreo Sundae ( M ),,,,,,,,desserts,swiggy_bangalore
Black Forest McFlurry Medium,,,,,,,,desserts,swiggy_bangalore
Hot Fudge Brownie Sundae,,,,,,,,desserts,swiggy_bangalore
Hashbrown,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Double Cheese McMuffin- Sandwich,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Egg & Cheese McMuffin - Sandwich,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Sausage & Egg McMuffin - Sandwich,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Sausage McMuffin - Sandwich,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Sausage with Egg McMuffin 3 Pc Meal,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Spicy Egg McMuffin - Sandwich,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Veg McMuffin - Sandwich,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Veg McMuffin 3 Pc Meal,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Chicken Surprise Burger + Hashbrown,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Egg & Cheese McMuffin + Hashbrown,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Hashbrown + Cappuccino,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Hashbrown + Cold Coffee,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Hashbrown + Iced Coffee,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
McAloo Tikki  Burger + Hashbrown,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
Sausage McMuffin + Hashbrown,,,,,,,,mcbreakfast and value mornings,swiggy_bangalore
